question,references,corpus_id
在軟體開發的錯誤處理中，為什麼重要的是要回報所有的例外？,"[{""content"": ""Report All Exceptions (\u56de\u5831\u6240\u6709\u7684\u4f8b\u5916)\n\u5982\u679c\u547c\u53eb\u4e00\u500b\u53ef\u80fd\u6703\u4e1f\u4f8b\u5916\u7684\u51fd\u5f0f\uff0c\u7576\u78b0\u5230\u4f8b\u5916\u6642\uff0c\u76e1\u91cf\u53ef\u4ee5\u8655\u7406\u5c31\u8655\u7406\uff0c\u4e0d\u7136\u8acb\u8b93\u4ed6\u81ea\u7136\u50b3\u64ad(Propagate)\u4e0a\u53bb\u7d66\u4e0a\u4e00\u5c64 Caller \u8655\u7406\uff0c\u4e0d\u8981\u6514\u4e0b\u4f86\u53c8\u4ec0\u9ebc\u90fd\u4e0d\u505a\u3002\u5982\u679c\u5728\u6574\u500b call stack \u4e2d\u6709\u500b\u50a2\u4f19\u5beb\u4e86\u500b\u7a7a\u500b catch \u6240\u6709\u4f8b\u5916\uff0c\u7136\u5f8c return null \u4ec0\u9ebc\u90fd\u4e0d\u505a\uff0c\u5230\u6642\u5019\u8981\u627e Bugs \u4f60\u5c31\u6703\u5f88\u60f3\u6bba\u4eba\u4e86\uff0c\u56e0\u70ba\u975e\u5f97 trace \u9032\u53bb call stack \u624d\u80fd\u627e\u5230\u539f\u56e0\u3002"", ""start_index"": 15681, ""end_index"": 15907}]",data/agile.txt
為什麼要避免在程式中使用縮寫變數？,"[{""content"": ""\u53e6\u5916\u5c31\u662f\u5927\u5bb6\u5f88\u559c\u6b61\u7528\u7e2e\u5beb\uff0c\u9019\u5728\u6211\u4e4b\u524d\u5beb\u7684\u6587\u7ae0 \u7269\u4ef6\u5c0e\u5411\u7a0b\u5f0f\u7684\u4e5d\u500b\u9ad4\u64cd\u7df4\u7fd2 \u4e5f\u6709\u63d0\u5230\uff0c\u9019\u4e9b\u53ea\u6709\u4e00\u500b\u5b57\u6bcd\u7684\u66ab\u6642\u8b8a\u6578\u4e26\u6c92\u6709\u8fa6\u6cd5\u50b3\u9054\u51fa\u4efb\u4f55\u53ef\u4ee5\u5e6b\u52a9\u4e86\u89e3\u7684\u8cc7\u8a0a\u3002"", ""start_index"": 11285, ""end_index"": 11360}]",data/agile.txt
為什麼設計文件不必過於詳盡？,"[{""content"": ""Let Design Guide. Not Dictate (\u8b93\u8a2d\u8a08\u5f15\u5c0e\uff0c\u800c\u975e\u9245\u7d30\u9761\u907a)"", ""start_index"": 3420, ""end_index"": 3464}, {""content"": ""\u8a2d\u8a08\u6587\u4ef6\u4e0d\u8981\u7d30\u7bc0\u5230\u544a\u8a34\u4f60\u600e\u9ebc\u5be6\u505a\uff0c\u800c\u662f\u4e00\u5f35\u5730\u5716\u544a\u8a34\u4f60\u65b9\u5411\u3002"", ""start_index"": 3465, ""end_index"": 3494}, {""content"": ""\u50b3\u7d71\u4f5c\u6cd5\u7279\u5225\u5f37\u8abf\u8a2d\u8a08\u968e\u6bb5\uff0c\u5e0c\u671b\u8a2d\u8a08\u6587\u4ef6\u76e1\u53ef\u80fd\u8a73\u76e1\uff0c\u4f46\u662f agile \u5247\u5efa\u8b70\u4f60\u76e1\u65e9\u9032\u5165\u958b\u767c(development)\u968e\u6bb5\uff0c\u9019\u4e0d\u4ee3\u8868\u5ffd\u7565 design \u7684\u610f\u601d\uff0c\u57fa\u672c\u7684 key diagrams \u4ecd\u662f\u4e00\u958b\u59cb\u5c31\u5fc5\u9808\u5148\u601d\u8003\u3002"", ""start_index"": 3495, ""end_index"": 3602}, {""content"": ""agile \u5efa\u8b70\u76e1\u65e9\u958b\u59cb\u7684\u7406\u7531\u662f\uff0c\u518d\u591a\u7684\u8a2d\u8a08\u4e5f\u53ea\u662f\u57fa\u65bc\u4f60\u5c0d\u7576\u524d\u7684\u9700\u6c42\u4e86\u89e3\uff0c\u4e00\u65e6\u958b\u59cb coding\uff0c\u4e00\u5207\u90fd\u6703\u8b8a\u5316\uff0c\u4e0d\u9700\u8981\u628a\u6642\u9593\u6d6a\u8cbb\u5728\u8a73\u76e1\u7684\u8a2d\u8a08\u3002"", ""start_index"": 3604, ""end_index"": 3675}]",data/agile.txt
如何通過程式本身有效地傳達意圖？,"[{""content"": ""Program Intently and Expressively (\u5beb\u6e05\u695a\u4e86\u89e3\u7684\u7a0b\u5f0f)\n\u53b2\u5bb3\u7684\u7a0b\u5f0f\u662f\u6c92\u6709\u4eba\u53ef\u4ee5\u770b\u61c2\u7684\u7a0b\u5f0f\uff1f\u7a0b\u5f0f\u7684\u53ef\u95b1\u8b80\u6027\u6bd4\u5beb\u5f97\u65b9\u4fbf\u9084\u91cd\u8981\uff0c\u5beb\u53ea\u6703\u5beb\u4e00\u904d\uff0c\u770b\u537b\u6703\u770b\u5f88\u591a\u6b21\u3002\u5f88\u591a\u6642\u5019\u6703\u6709\u6a5f\u6703\u8981\u4fee Bugs \u6216\u662f\u65b0\u589e\u529f\u80fd\uff0c\u9019\u6642\u641e\u61c2\u672c\u4f86\u7684\u7a0b\u5f0f\u5e38\u5e38\u662f\u4e00\u958b\u59cb\u6700\u56f0\u96e3\u7684\u5730\u65b9\uff0c\u5982\u679c\u4e00\u958b\u59cb\u5beb\u7684\u4eba\u5c31\u4ee5\u53ef\u8b80\u6027\u70ba\u91cd\u8981\u76ee\u6a19\uff0c\u90a3\u4f60\u5c31\u6703\u8f15\u9b06\u7684\u591a\u3002"", ""start_index"": 9852, ""end_index"": 10018}, {""content"": ""\u900f\u904e\u7a0b\u5f0f\u8a9e\u8a00\u672c\u8eab\u7684\u7279\u8272\u53ef\u4ee5\u5beb\u51fa\u66f4\u6709\u8868\u9054\u529b\u7684\u7a0b\u5f0f\uff0c\u51fd\u6578\u540d\u7a31\u61c9\u8a72\u50b3\u9054\u51fa\u610f\u5716\u3001\u53c3\u6578\u540d\u7a31\u61c9\u8a72\u8868\u9054\u51fa\u4ed6\u5011\u7684\u7528\u9014\uff0c\u5beb\u51fa\u597d\u95b1\u8b80\u7684\u7a0b\u5f0f\u6211\u5011\u53ef\u4ee5\u907f\u514d\u5f88\u591a\u4e0d\u5fc5\u8981\u7684\u8a3b\u89e3\u8ddf\u8aaa\u660e\u6587\u4ef6\u3002"", ""start_index"": 10200, ""end_index"": 10279}, {""content"": ""Communicate in Code (\u5beb\u51fa\u53ef\u4ee5\u95b1\u8b80\u7684\u7a0b\u5f0f)\n\u6211\u5011\u90fd\u8a0e\u53ad\u5beb\u6587\u4ef6\u7684\u4e00\u5927\u7406\u7531\u662f\uff1a\u6240\u8b02\u7684\u6587\u4ef6\u8ddf\u7a0b\u5f0f\u78bc\u5e38\u662f\u5206\u958b\u7684\u5169\u78bc\u5b50\u4e8b\uff0c\u56e0\u6b64\u5f88\u96e3\u8b93\u6587\u4ef6\u8ddf\u7684\u4e0a\u7a0b\u5f0f\u7684\u66f4\u65b0\uff0c\u6700\u7d42\u8b8a\u5f97\u96e3\u4ee5\u7dad\u8b77\u3002\u56e0\u6b64\u6700\u597d\u7684\u5beb\u6587\u4ef6\u65b9\u5f0f\uff0c\u5c31\u662f\u900f\u904e\u7a0b\u5f0f\u672c\u8eab\u548c\u7a0b\u5f0f\u4e2d\u7684\u8a3b\u89e3\u3002"", ""start_index"": 10338, ""end_index"": 10456}, {""content"": ""\u8a3b\u89e3\u662f\u7528\u4f86\u5beb\u76ee\u7684\u3001\u9650\u5236\u689d\u4ef6\u8ddf\u9810\u671f\u7d50\u679c\u7b49\uff0c\u800c\u4e0d\u662f\u5beb\u51fa\u4ee5\u4e0b\u9019\u4e9b\u7a0b\u5f0f\u4e00\u884c\u884c\u6703\u505a\u4e9b\u4ec0\u9ebc(\u8acb\u4e0d\u8981\u62ff\u8a3b\u89e3\u518d\u5beb\u4e00\u6b21\u7a0b\u5f0f\u78bc\u5728\u5beb\u7684\u4e8b\u60c5)\u3002"", ""start_index"": 10458, ""end_index"": 10518}]",data/agile.txt
中共中央政治局會議對中國經濟政策有何看法？,"[{""content"": ""\u4e2d\u570b\u65bc7/30\u53ec\u958b\u4e2d\u5171\u4e2d\u592e\u653f\u6cbb\u5c40\u6703\u8b70\uff0c\u5167\u5bb9\u91cd\u9ede\u6574\u7406\u5982\u4e0b\u8868\u6240\u793a\uff0c\u4e3b\u8981\u653f\u7b56\u57fa\u8abf\u666e\u904d\u5ef6\u7e8c4\u6708\u6703\u8b70\u7684\u53e3\u5f91\uff0c\u5c07\u6301\u7e8c\u63a1\u53d6\u6eab\u548c\u523a\u6fc0\u7684\u5b8f\u89c0\u653f\u7b56\u3002\u5728\u8fd1\u671f\u7d93\u6fdf\u8a55\u6790\u65b9\u9762\uff0c\u76f8\u8f03\u65bc4\u6708\u7684\u653f\u6cbb\u5c40\u6703\u8b70\u63d0\u53ca\u7d93\u6fdf\u5be6\u73fe\u826f\u597d\u958b\u5c40\uff0c\u653f\u7b56\u5236\u5b9a\u8005\u672c\u6b21\u5c0d\u65bc\u7d93\u6fdf\u8ad6\u8ff0\u8f49\u8da8\u8b39\u614e\uff0c\u63d0\u5230\u7576\u524d\u5916\u90e8\u74b0\u5883\u8b8a\u5316\u5e36\u4f86\u7684\u4e0d\u5229\u5f71\u97ff\u589e\u591a\uff0c\u4ee5\u53ca\u65b0\u820a\u52d5\u80fd\u8f49\u63db\u5b58\u5728\u93ae\u75db\u7b49\uff0c\u53cd\u6620\u4e86\u4e2d\u570b\u516c\u5e03\u7b2c\u4e8c\u5b63GDP\u6210\u9577\u7387\u5f9e\u7b2c\u4e00\u5b63\u76845.3\u4e0b\u964d\u81f34.7%\uff0c\u8dcc\u7834\u300c\u5169\u6703\u300d\u5c0d\u65bc\u4e2d\u570b\u4eca\u5e74\u7d93\u6fdf\u7684\u6210\u9577\u9810\u671f\u76ee\u6a195%\u5de6\u53f3\u5f8c\uff0c\u653f\u5e9c\u4e5f\u6709\u56e0\u6b64\u611f\u5230\u64d4\u6182\u3002"", ""start_index"": 6638, ""end_index"": 6856}, {""content"": ""\u5728\u6574\u9ad4\u5b8f\u89c0\u653f\u7b56\u8ad6\u8ff0\u65b9\u9762\uff0c\u6703\u8b70\u5167\u5bb9\u6307\u51fa\u653f\u5e9c\u5c07\u5805\u5b9a\u4e0d\u79fb\u5b8c\u6210\u5168\u5e74\u7d93\u6fdf\u793e\u6703\u767c\u5c55\u76ee\u6a19\uff0c\u76f8\u8f03\u65bc4\u6708\u6703\u8b70\u4e0d\u540c\u7684\u662f\uff0c\u5f37\u8abf\u5b8f\u89c0\u653f\u7b56\u8981\u6301\u7e8c\u7528\u529b\u3001\u66f4\u52a0\u7d66\u529b\uff0c\u4e26\u8981\u6c42\u52a0\u5feb\u5168\u9762\u843d\u5be6\u5df2\u78ba\u5b9a\u7684\u653f\u7b56\u8209\u63aa\u4ee5\u53ca\u9069\u6642\u63a8\u51fa\u4e00\u6279\u589e\u91cf\u653f\u7b56\u8209\u63aa\uff1b\u547c\u61c9\u8ca1\u653f\u653f\u7b56\u65b9\u9762\u7684\u8ad6\u8ff0\uff0c\u8981\u52a0\u5feb\u5c08\u9805\u50b5\u767c\u884c\u4f7f\u7528\u9032\u5ea6\uff0c\u7528\u597d\u8d85\u9577\u671f\u7279\u5225\u570b\u50b5\u3002"", ""start_index"": 6895, ""end_index"": 7029}, {""content"": ""\u7d9c\u4e0a\uff0c\u672c\u6b21\u4e2d\u5171\u4e2d\u592e\u653f\u6cbb\u5c40\u6703\u8b70\u4e3b\u57fa\u8abf\u70ba\u52a0\u5f37\u4fc3\u9032\u7d93\u6fdf\u589e\u9577\u70ba\u9054\u6210\u4eca\u5e74\u7684\u7d93\u6fdf\u6210\u9577\u76ee\u6a19\uff0c\u4e3b\u8981\u5b8f\u89c0\u653f\u7b56\u5728\u5be6\u65bd\u7a4d\u6975\u7684\u8ca1\u653f\u653f\u7b56\u548c\u7a69\u5065\u7684\u8ca8\u5e63\u653f\u7b56\uff0c\u4e26\u805a\u7126\u63d0\u632f\u570b\u5167\u6d88\u8cbb\u9700\u6c42\uff0c\u5c0d\u65bc\u623f\u5730\u7522\u5e02\u5834\u4ecd\u4ee5\u5e73\u7a69\u767c\u5c55\u70ba\u8a34\u6c42\uff1b\u4f46\u6211\u5011\u8a8d\u70ba\u77ed\u671f\u800c\u8a00\uff0c\u4e2d\u570b\u623f\u5730\u7522\u5e02\u6cc1\u75b2\u5f31\u4e0b\uff0c\u5c0d\u65bc\u6c11\u773e\u7684\u8ca1\u5bcc\u6548\u679c\u8ca0\u9762\u58d3\u529b\u8f03\u5927\uff0c\u4e5f\u6703\u6301\u7e8c\u5f71\u97ff\u6d88\u8cbb\u4fe1\u5fc3\uff0c\u6545\u9810\u671f\u4e2d\u570b\u4eca\u5e74\u8981\u9054\u52305%\u4ee5\u4e0a\u7684\u7d93\u6fdf\u6210\u9577\u76ee\u6a19\u4ecd\u5177\u6709\u96e3\u5ea6\u3002"", ""start_index"": 7818, ""end_index"": 7986}]",data/finance.txt
日銀本次會議中有那些重要政策變動？,"[{""content"": ""\u4e0a\u9031BoJ \u610f\u5916\u5347\u606f15bp \u4e26\u5ba3\u5e03\u5c07\u6bcf\u6708\u8cfc\u50b5\u898f\u6a21\u5f9e6 \u5146\u7e2e\u6e1b\u52302.9 \u5146\u4e4b\u8a08\u756b\uff0c\u9810\u6599\u65e5\u5713\u77ed\u7dda\u504f\u5347\u8da8\u52e2\u96e3\u64cb\uff1b\u4e2d\u9577\u671f\u800c\u8a00\uff0c\u7dca\u7e2e\u653f\u7b56\u642d\u914d\u806f\u6e96\u6703\u964d\u606f\uff0c\u65e5\u5713\u9010\u5b63\u56de\u5347\u53ef\u80fd\u6027\u4ecd\u5927\uff1b\u800c\u65e5\u50b5\u6b96\u5229\u7387\u77ed\u7dda\u4e0a\u5728\u672c\u6b21\u6703\u5f8c\u8d70\u63da\uff0c\u9577\u7dda\u5247\u5c07\u5728\u65e5\u9280\u7ba1\u63a7\u5e02\u5834\u9810\u671f\u8207\u672a\u4f86\u5177\u5347\u606f\u53ef\u80fd\u6027\u7b49\u591a\u7a7a\u56e0\u7d20\u5f71\u97ff\u4e0b\uff0c\u5c07\u5448\u9ad8\u6a94\u9707\u76ea\u3002"", ""start_index"": 434, ""end_index"": 573}, {""content"": ""\u8003\u91cf\u901a\u81a8\u7dad\u6301\u76f8\u5c0d\u9ad8\u6a94\u3001\u4f01\u696d\u52a0\u85aa\u5e45\u5ea6\u5275\u65b0\u9ad8\u8207\u7a69\u5b9a\u65e5\u5713\u532f\u50f9\uff0c\u65e5\u9280\u518d\u5ea6\u796d\u51fa\u7dca\u7e2e\u653f\u7b56\u3002"", ""start_index"": 1957, ""end_index"": 1996}, {""content"": ""\u65e5\u9280\u8abf\u67e5\u5831\u544a\u4e5f\u6307\u51fa\uff0c\u52a0\u85aa\u98a8\u6f6e\u5df2\u9010\u6b65\u64f4\u6563\u81f3\u4e2d\u5c0f\u4f01\u696d\uff0c\u9054\u6210\u85aa\u8cc7-\u901a\u81a8\u6b63\u5faa\u74b0\u73fe\u8c61\uff0c\u9019\u5c07\u4ee4\u5df2\u8655\u65bc\u76f8\u5c0d\u9ad8\u6a94\u7684\u6574\u9ad4CPI (Q1:2.5%\u2192Q2:2.7%)\u8207\u6838\u5fc3CPI (Q1\u8207Q2\u57472.5%)\u5e74\u589e\u7387\u4e0b\u534a\u5e74\u96e3\u6709\u5927\u5e45\u4e0b\u8dcc\u60c5\u6cc1\u3002"", ""start_index"": 2072, ""end_index"": 2178}]",data/finance.txt
菲律賓7月份CPI年增率的預測值為何？,"[{""content"": ""\u83f2\u5f8b\u8cd3\u5c07\u516c\u5e037\u6708\u4efdCPI\u5e74\u589e\u7387\uff0c\u6211\u5011\u53c3\u8003\u672c\u9031\u83f2\u5f8b\u8cd3\u592e\u884c(BSP)\u5c0d7\u6708\u4efd\u7684\u901a\u8ca8\u901a\u81a8\u5e74\u589e\u7387\u7684\u9810\u6e2c\u503c\u662f\u4ecb\u65bc4%~4.8%\u4e4b\u9593\uff0c\u6240\u6301\u7684\u7406\u7531\u662f\u66f4\u9ad8\u7684\u96fb\u50f9\u4ee5\u53ca\u852c\u83dc\u3001\u8089\u985e\u548c\u6c34\u679c\u7b49\u8fb2\u7522\u54c1\u7684\u50f9\u683c\u4e0a\u6f32\uff0c\u9019\u4e0d\u50c5\u9ad8\u65bc6\u6708\u4efd\u5be6\u969b\u901a\u81a83.7%\u3001\u4e5f\u8d85\u904e\u83f2\u5f8b\u8cd3\u592e\u884c\u901a\u81a8\u76ee\u6a19\u5340\u9593\u76842%~4%\u3002"", ""start_index"": 5182, ""end_index"": 5312}]",data/finance.txt
今年馬來西亞央行的貨幣政策及其影響是什麼？,"[{""content"": ""\u53e6\u5916\uff0c\u5728\u99ac\u4f86\u897f\u4e9e\u592e\u884c\u7684\u8ca8\u5e63\u653f\u7b56\u65b9\u9762\uff0c10\u5e74\u671f\u7f8e\u50b5\u8207\u540c\u5929\u671f\u99ac\u4f86\u897f\u4e9e\u570b\u50b5\u6b96\u5229\u7387\u7684\u5229\u5dee\u8207\u99ac\u4f86\u5e63\u514c\u7f8e\u5143\u532f\u50f9\u57282022\u5e74\u8d77\u5169\u8005\u4e4b\u9023\u52d5\u6027\u9ad8\u90540.85\u4ee5\u4e0a\uff0c\u800c\u806f\u6e96\u6703\u8ddf\u99ac\u4f86\u897f\u4e9e\u592e\u884c\u5148\u5f8c\u65bc2022\u5e743\u6708\u4efd\u82075\u6708\u4efd\u958b\u555f\u5347\u606f\u5faa\u74b0\uff0c\u4e14Fed Funds Rate\u5728\u672c\u6b21\u5347\u606f\u5faa\u74b0\u4e2d\u7684\u983b\u7387\u8207\u5e45\u5ea6\u5747\u5927\u65bc\u99ac\u4f86\u897f\u4e9e\u653f\u7b56\u5229\u7387\uff0c\u6240\u4ee5\u9019\u4e5f\u53cd\u6620\u523010\u5e74\u671f\u7f8e\u50b5\u8207\u540c\u5929\u671f\u99ac\u4f86\u897f\u4e9e\u570b\u50b5\u7684\u6b96\u5229\u7387\u5229\u5dee\u7531\u8ca0\u503c\u7ffb\u70ba\u6b63\u503c\u81f3\u4eca(\u4e0b\u5716\u4e2d)\u3002\u60df\u5169\u8005\u768410\u5e74\u671f\u6b96\u5229\u7387\u4e4b\u6b63\u5229\u5dee\u5728\u4eca\u5e74\u7b2c\u4e8c\u5b63\u8d77\u5df2\u898b\u9ad8\u56de\u843d\uff0c\u4e5f\u662f\u99ac\u4f86\u5e63\u532f\u50f9\u9019\u6ce2\u8f49\u5f37\u7684\u4e3b\u56e0\u4e4b\u4e00\u3002"", ""start_index"": 4389, ""end_index"": 4623}, {""content"": ""\u6709\u9451\u65bc\u5e02\u5834\u5c0d\u806f\u6e96\u6703\u4eca\u5e74\u964d\u606f\u9810\u671f\u6f38\u6f38\u6210\u5f62\uff1b\u53cd\u89c0\uff0c\u53c3\u8003\u99ac\u4f86\u897f\u4e9e\u901a\u81a8\u7684\u76f8\u95dc\u6578\u64da\uff0c\u6700\u65b06\u6708\u4efdCPI\u5e74\u589e\u7387\u70ba2%\uff0c\u5e7e\u4e4e\u8207\u6838\u5fc3CPI\u5e74\u589e\u7387\u76841.9%\u4e00\u81f4\uff1b\u5373\u4f7f\u653f\u5e9c\u57286\u6708\u4efd\u5148\u53d6\u6d88\u4e86\u5c0d\u897f\u99ac\u534a\u5cf6\u7684\u67f4\u6cb9\u88dc\u8cbc\uff0c\u4f46\u6211\u5011\u7814\u5224\u99ac\u4f86\u897f\u4e9e\u592e\u884c\u4e0b\u534a\u5e74\u4ecd\u6709\u6642\u9593\u4f86\u89c0\u5bdf\u88dc\u8cbc\u653f\u7b56\u5408\u7406\u5316\u5c0d\u65bc\u5f8c\u7e8c\u901a\u81a8\u4e4b\u767c\u5c55\uff0c\u6240\u4ee5\u653f\u7b56\u5229\u7387\u57283%\u4e0d\u8b8a\u662f\u5927\u6982\u7387\u4e8b\u4ef6\u3002\u7d9c\u4e0a\uff0c10\u5e74\u671f\u7f8e\u50b5\u8207\u99ac\u4f86\u897f\u4e9e\u570b\u50b5\u6b96\u5229\u7387\u7684\u6b63\u5229\u5dee\u5b58\u5728\u518d\u7e2e\u7a84\u7684\u6a5f\u7387\uff1b\u4f34\u96a8\u7576\u524d\u99ac\u4f86\u897f\u4e9e\u51fa\u53e3\u5e74\u589e\u7387\u61c9\u5df2\u63ee\u5225\u9023\u7e8c\u8ca0\u589e\u9577\u7684\u6642\u671f(\u4e0b\u5716\u53f3)\uff0c\u7d93\u6fdf\u589e\u9577\u66f4\u8da8\u5747\u8861\uff0c\u9019\u5c07\u6709\u5229\u652f\u6490\u99ac\u4f86\u5e63\u5728\u4e2d\u671f\u7684\u532f\u50f9\uff0c\u56e0\u6b64\u9810\u6599\u99ac\u4f86\u5e63\u514c\u7f8e\u5143\u4e0b\u534a\u5e74\u9707\u76ea\u504f\u5347\u7684\u53ef\u80fd\u6027\u9ad8\u3002"", ""start_index"": 4626, ""end_index"": 4887}]",data/finance.txt
7月份美國非農就業報告的結果是什麼？,"[{""content"": ""\u5118\u7ba1\u7f8e7 \u6708\u65b0\u589e\u975e\u8fb2\u5c31\u696d\u4eba\u6578\u75316 \u6708\u4e0b\u4fee\u5f8c\u768417.9 \u842c\u4eba\u6e1b\u5c11\u81f311.4 \u842c\u4eba\uff0c\u5931\u696d\u7387\u4ea6\u75314.1%\u4e0a\u5347\u81f34.3%\uff0c\u4f46\u7531\u65bc\u6d88\u8cbb\u751f\u7522\u7b49\u6578\u64da\u4ecd\u672a\u986f\u793a\u7f8e\u570b\u7d93\u6fdf\u6709\u6025\u907d\u8f49\u5f31\u98a8\u96aa\uff1b\u7814\u52248 \u6708\u4efd\u7f8e\u975e\u8fb2\u5c31\u696d\u65b0\u589e\u4eba\u6578\u4ecd\u572810 \u842c\u4eba\u4e0a\u65b9\uff0c\u4e0d\u81f3\u65bc\u9677\u5165\u8870\u9000\u8b66\u6212\u5340\u3002"", ""start_index"": 271, ""end_index"": 390}, {""content"": ""7\u6708\u975e\u8fb2\u5c31\u696d\u5831\u544a\u9060\u905c\u65bc\u5e02\u5834\u9810\u671f\uff0c\u806f\u6e96\u6703\u53ef\u80fd\u5c07\u52a0\u901f\u964d\u606f\u6b65\u4f10\uff0c\u529b\u6c42\u5be6\u73fe\u7d93\u6fdf\u8edf\u8457\u9678\u3002"", ""start_index"": 599, ""end_index"": 638}, {""content"": ""\u7e3d\u7d50\u4f86\u8aaa\uff0c\u96d6\u7136\u76ee\u524dPCE\u901a\u81a8\u4ecd\u9ad8\u65bc2%\u7684\u76ee\u6a19\uff0c\u4f46\u5df2\u75312022\u5e74\u6700\u9ad8\u76847.1%\u5927\u5e45\u4e0b\u6ed1\u81f36\u6708\u76842.5%\uff0c\u4e147\u6708\u5931\u696d\u7387\u75314.1%\u610f\u5916\u4e0a\u5347\u81f34.3%\uff1b3\u500b\u6708\u5e73\u5747\u5931\u696d\u7387\u8f03\u904e\u53bb12\u500b\u6708\u4f4e\u9ede\u4e0a\u53470.53p.p.\uff0c\u89f8\u767c\u9810\u6e2c\u7d93\u6fdf\u8870\u9000\u7684Sahm rule\u8b66\u6212\u7dda(\u53f3\u57164)\u3002"", ""start_index"": 1485, ""end_index"": 1612}]",data/finance.txt
臺灣近期的通膨狀況如何受到食物類價格影響？,"[{""content"": ""\u98b1\u98a8\u4fb5\u8972\u4f7f\u852c\u679c\u50f9\u683c\u4e0a\u6f32\uff0c\u98df\u7269\u985e\u50f9\u683c\u6050\u5f15\u5c0eCPI\u5e74\u589e\u7387\u56de\u5f48\u3002"", ""start_index"": 5896, ""end_index"": 5925}, {""content"": ""\u81fa\u7063\u7684\u901a\u81a8\u662f\u5426\u80fd\u964d\u6eab\u4e00\u76f4\u662f\u4eca\u5e74\u4ee5\u4f86\u5404\u754c\u5341\u5206\u95dc\u6ce8\u7684\u8b70\u984c\uff0c\u7279\u5225\u662f\u592e\u884c\u65bc3\u6708\u610f\u5916\u5347\u606f\uff0c\u5c31\u662f\u70ba\u4e86\u6291\u5236\u901a\u81a8\u9810\u671f\uff1b\u5373\u4fbf4\u6708CPI\u5e74\u589e\u7387\u66fe\u77ed\u66ab\u964d\u81f32%\u4ee5\u4e0b\uff0c\u4f465\u6708\u548c6\u6708\u7684\u901a\u81a8\u6578\u64da\u5373\u56de\u5347\u81f32%\u4ee5\u4e0a\uff0c\u914d\u54084\u6708\u96fb\u50f9\u4e0a\u6f32\u3001\u623f\u50f9\u53ca\u80a1\u5e02\u9ad8\u6f32\uff0c\u4ee5\u53ca\u8fd1\u671f\u906d\u9022\u98b1\u98a8\u8972\u64ca\u7b49\uff0c\u66f4\u8b93\u901a\u81a8\u9810\u671f\u518d\u5ea6\u6b7b\u7070\u5fa9\u71c3\u3002"", ""start_index"": 5928, ""end_index"": 6061}, {""content"": ""\u56de\u9867\u8fd12\u500b\u6708\u516c\u5e03\u7684\u6578\u64da\uff0c\u98df\u7269\u985e\u50f9\u683c\u5e74\u589e\u7387\u7686\u57283%\u4ee5\u4e0a\uff0c6\u6708\u751a\u81f3\u9ad8\u90544.2%\uff0c\u91ab\u7642\u4fdd\u5065\u985e\u50f9\u683c\u66f4\u662f\u6301\u7e8c\u4eca\u5e74\u4ee5\u4f863%\u4ee5\u4e0a\u7684\u5e74\u589e\u7387\uff0c\u5c45\u4f4f\u985e\u53ca\u96dc\u9805\u985e\u8fd13\u500b\u6708\u4e5f\u90fd\u7dad\u63012%\u4ee5\u4e0a\u7684\u6f32\u52e2\u3002"", ""start_index"": 6064, ""end_index"": 6149}, {""content"": ""\u5176\u4e2d\u6b0a\u91cd\u4f54\u6bd4\u6700\u5927(\u7d0427%)\u7684\u98df\u7269\u985e\u50f9\u683c\u53d7\u5230\u96fb\u50f9\u4e0a\u6f32\u5c0d\u5916\u98df\u8cbb\u5e36\u4f86\u4e4b\u9593\u63a5\u5f71\u97ff\u53ca\u9010\u6b65\u964d\u4f4e\u4e4b\u57fa\u671f\u9a45\u52d5\uff0c\u8fd13\u500b\u6708\u6f32\u5e45\u660e\u986f\uff0c\u8fd1\u671f\u66f4\u7531\u65bc7\u6708\u5e95\u98b1\u98a8\u4fb5\u8972\uff0c7\u6708\u852c\u83dc\u53ca\u6c34\u679c\u50f9\u683c\u5206\u5225\u4e0a\u6f3224%\u53ca10%\u3002"", ""start_index"": 6149, ""end_index"": 6240}, {""content"": ""\u5c55\u671b7\u6708\u98df\u7269\u985e\u50f9\u683c\uff0c\u53d7\u6574\u9ad4\u57fa\u671f\u4ecd\u4f4e\uff0c\u52a0\u4ee5\u852c\u679c\u50f9\u683c\u660e\u986f\u4e0a\u6f32\uff0c\u751a\u81f3\u53ef\u80fd\u8f49\u5ac1\u81f3\u5916\u98df\u8cbb\uff0c\u6574\u9ad4\u98df\u7269\u985e\u50f9\u683c\u5e74\u589e\u7387\u53ef\u80fd\u5c07\u8fd15%\u3002"", ""start_index"": 6240, ""end_index"": 6297}]",data/finance.txt
